code,title,slug,url,contributor,game_name,code,stamp,mainboard_type,mainboard_circled_letters,mainboard_panel_position,mainboard_calendar,mainboard_year,mainboard_month,mainboard_week,u1_role,u1_kind,u1_label,u1_manufacturer,u1_calendar,u1_year,u1_month,u1_week,u2_role,u2_kind,u2_label,u2_manufacturer,u2_calendar,u2_year,u2_month,u2_week,u3_role,u3_kind,u3_label,u3_manufacturer,u3_calendar,u3_year,u3_month,u3_week,u4_role,u4_kind,u4_label,u4_manufacturer,u4_calendar,u4_year,u4_month,u4_week,u5_role,u5_kind,u5_label,u5_manufacturer,u5_calendar,u5_year,u5_month,u5_week,u6_role,u6_kind,u6_label,u6_manufacturer,u6_calendar,u6_year,u6_month,u6_week,u7_role,u7_kind,u7_label,u7_manufacturer,u7_calendar,u7_year,u7_month,u7_week,x1_role,x1_kind,x1_label,x1_manufacturer,x1_calendar,x1_year,x1_month,x1_week,battery_kind,battery_label,battery_manufacturer,battery_calendar,battery_year,battery_month,battery_week,dump_crc32,dump_md5,dump_sha1,dump_sha256
DMG-AAUF-0,Entry #1,gdsn-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUF-0/gdsn-1.html,gdsn,Pokemon - Version Or (France) (SGB Enhanced) (GB Compatible),DMG-AAUF-FRA,,DMG-KGDU-10,K,1,January/2001,2001,January,,ROM,MX23C1603-12A,M010604-M MX23C1603-12A DMG-AAUF-0 G2 1C7195A1,Macronix,Week 6/2001,2001,,6,Mapper,MBC3B,MBC-3 B BU3634K 103 H55,ROHM,Week 3/2001,2001,,3,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0043 7 SO,Sharp,Week 43/2000,2000,,43,Supervisor & Reset,BA6735,6735 0C04,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS0M,Daishinku,December/2000,2000,December,,CR2025,,,,,,,,,,
DMG-AAUF-0,Entry #1,kurodo-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUF-0/kurodo-1.html,Kurodo,Pokemon - Version Or (France) (SGB Enhanced) (GB Compatible),DMG-AAUF-FRA,11,DMG-KGDU-10,K,1,May/2001,2001,May,,ROM,MX23C1603-12A,S011819-M MX23C1603-12A DMG-AAUF-0 G2 2D743802,Macronix,Week 18/2001,2001,,18,Mapper,MBC3B,MBC-3 B BU3634K 108 H56,ROHM,Week 8/2001,2001,,8,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S2827V53118.N A0109 TAIWAN,BSI,Week 9/2001,2001,,9,Supervisor & Reset,MM1134A,041 134A,Mitsumi,Week 41/2000,2000,,41,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,32K0Z,,2000,2000,,,CR2025,,,,,,,,,,
DMG-AAUF-0,Entry #2,kurodo-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUF-0/kurodo-2.html,Kurodo,Pokemon - Version Or (France) (SGB Enhanced) (GB Compatible),DMG-AAUF-FRA,12,DMG-KGDU-10,MB,5,January/2001,2001,January,,ROM,MX23C1603-12A,M010604-M MX23C1603-12A DMG-AAUF-0 G2 1C6981A3,Macronix,Week 6/2001,2001,,6,Mapper,MBC3B,MBC-3 B BU3634K 105 H58,ROHM,Week 5/2001,2001,,5,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0051 KOREA,Hyundai,Week 51/2000,2000,,51,Supervisor & Reset,MM1134A,051 134A,Mitsumi,Week 51/2000,2000,,51,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAUF-0,Entry #1,louhike-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUF-0/louhike-1.html,Louhike,Pokemon - Version Or (France) (SGB Enhanced) (GB Compatible),DMG-AAUF-FRA,11,DMG-KGDU-10,I,4,December/2000,2000,December,,ROM,MX23C1603-12A,E010219-M MX23C1603-12A DMG-AAUF-0 G2 2D519002,Macronix,Week 2/2001,2001,,2,Mapper,MBC3B,MBC3 B P-2 037U2E,Panasonic,Week 37/2000,2000,,37,RAM,BR62256F-70LL,BR62256F-70LL 049 165NA,ROHM,Week 49/2000,2000,,49,Supervisor & Reset,BA6735,6735 0C87,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,00-12,,December/2000,2000,December,,,,,
DMG-AAUI-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUI-0/granmastro-1.html,Granmastro,Pokemon - Versione Oro (Italy) (SGB Enhanced) (GB Compatible),DMG-AAUI-ITA,41,DMG-KGDU-10,I,3,February/2001,2001,February,,ROM,MX23C1603-12A,M010804-M MX23C1603-12A DMG-AAUI-0 G2 1C8052A3,Macronix,Week 8/2001,2001,,8,Mapper,MBC3B,MBC3 B P-2 041U2E,Panasonic,Week 41/2000,2000,,41,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0049 KOREA,Hyundai,Week 49/2000,2000,,49,Supervisor & Reset,MM1134A,050 134A,Mitsumi,Week 50/2000,2000,,50,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS0M,Daishinku,December/2000,2000,December,,CR2025,,,,,,,,,,
DMG-AAUI-0,Entry #2,granmastro-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUI-0/granmastro-2.html,Granmastro,Pokemon - Versione Oro (Italy) (SGB Enhanced) (GB Compatible),DMG-AAUI-ITA-1,41,DMG-KGDU-10,I,4,May/2001,2001,May,,ROM,MX23C1603-12A,E012104-M MX23C1603-12A DMG-AAUI-0 G2 1D2204A1,Macronix,Week 21/2001,2001,,21,Mapper,MBC3B,MBC3 B P-2 045U5E,Panasonic,Week 45/2000,2000,,45,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S2827V53123.N F0110 TAIWAN,BSI,Week 10/2001,2001,,10,Supervisor & Reset,BA6735,6735 1141,ROHM,January/2001,2001,January,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAUJ-1,Entry #1,gdsn-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUJ-1/gdsn-1.html,gdsn,Pocket Monsters Kin (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),DMG-AAUJ-JPN,22A,DMG-KFDN-10,I,6,January/2000,2000,January,,ROM,,DMG-AAUJ-1 S LHMN8JN2 JAPAN F1 0007 D,Sharp,Week 7/2000,2000,,7,Mapper,MBC3A,MBC-3 A BU3632K 951 H58,ROHM,Week 51/1999,1999,,51,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0002 KOREA,Hyundai,Week 2/2000,2000,,2,Supervisor & Reset,BA6735,6735 0123,ROHM,January/2000,2000,January,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAUJ-1,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUJ-1/gekkio-1.html,gekkio,Pocket Monsters Kin (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),DMG-AAUJ-JPN,34A,DMG-KFDN-10,K,4,October/1999,1999,October,,ROM,KM23C8000DG,SEC KM23C8000DG DMG-AAUJ-1 F1 KFX331U,Samsung,,,,,Mapper,MBC3A,MBC3 A LR38536B 9935 A,Sharp,Week 35/1999,1999,,35,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 9912 1 SO,Sharp,Week 12/1999,1999,,12,Supervisor & Reset,MM1134A,944 134A,Mitsumi,Week 44/1999,1999,,44,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS9H,Daishinku,August/1999,1999,August,,CR2025,99-10,,October/1999,1999,October,,,,,27a07a1d3faf9c6a0b1b60d5e88ee3a4159a751a47b4c46ab09f1202d52bac3e
DMG-AAUP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUP-0/ikk5-1.html,ikk5,"Pokemon - Gold Version (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AAUP-EUR,34,DMG-KGDU-10,K,6,October/2000,2000,October,,ROM,MX23C1603-12A,M005019-M MX23C1603-12A DMG-AAUP-0 G2 2D419400,Macronix,Week 50/2000,2000,,50,Mapper,MBC3B,MBC3 B P-2 037U3E,Panasonic,Week 37/2000,2000,,37,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0044 5 LO,Sharp,Week 44/2000,2000,,44,Supervisor & Reset,MM1134A,034 134A,Mitsumi,Week 34/2000,2000,,34,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,00-11,,November/2000,2000,November,,,,,
DMG-AAUP-0,Entry #1,mattcurrie-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAUP-0/mattcurrie-1.html,mattcurrie,"Pokemon - Gold Version (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AAUP-AUS,08,DMG-KGDU-10,K,6,July/2000,2000,July,,ROM,MX23C1603-12A,S003319-M MX23C1603-12A DMG-AAUP-0 G2 2C941300,Macronix,Week 33/2000,2000,,33,Mapper,MBC3A,MBC3 A P-2 015U5E,Panasonic,Week 15/2000,2000,,15,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0025 KOREA,Hyundai,Week 25/2000,2000,,25,Supervisor & Reset,MM1134A,028 134A,Mitsumi,Week 28/2000,2000,,28,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAXD-0,Entry #1,max-m-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXD-0/max-m-1.html,max-m,Pokemon - Silberne Edition (Germany) (SGB Enhanced) (GB Compatible),DMG-AAXD-NOE,00,DMG-KGDU-10,I,6,September/2001,2001,September,,ROM,MX23C1603-12A,M011804-M MX23C1603-12A DMG-AAXD-0 G2 1D1124A1,Macronix,Week 18/2001,2001,,18,Mapper,MBC3B,MBC3 B P-2 134U2D,Panasonic,Week 34/2001,2001,,34,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S2828W15036 D0133 TAIWAN,BSI,Week 33/2001,2001,,33,Supervisor & Reset,MM1134A,121 134A,Mitsumi,Week 21/2001,2001,,21,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAXE-0,Entry #1,pokechu22-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXE-0/pokechu22-1.html,Pokechu22,"Pokemon - Silver Version (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AAXE-USA,34,DMG-KGDU-10,MB,4,September/2000,2000,September,,ROM,MX23C1603-12A,S004019-M MX23C1603-12A DMG-AAXE-0 G2 2D216200,Macronix,Week 40/2000,2000,,40,Mapper,MBC3A,MBC3 A LR38536B 0011 A,Sharp,Week 11/2000,2000,,11,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0032 KOREA,Hyundai,Week 32/2000,2000,,32,Supervisor & Reset,BA6735,6735 0900,ROHM,September/2000,2000,September,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAXE-0,Entry #2,pokechu22-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXE-0/pokechu22-2.html,Pokechu22,"Pokemon - Silver Version (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AAXE-USA,08,DMG-KGDU-10,CM,4,September/2000,2000,September,,ROM,MX23C1603-12A,M004119-M MX23C1603-12A DMG-AAXE-0 G2 2D231400,Macronix,Week 41/2000,2000,,41,Mapper,MBC3B,MBC-3 B BU3634K 036 H88,ROHM,Week 36/2000,2000,,36,RAM,BR62256F-70LL,BR62256F-70LL 039 130NA,ROHM,Week 39/2000,2000,,39,Supervisor & Reset,MM1134A,036 134A,Mitsumi,Week 36/2000,2000,,36,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,32K09,,2000,2000,,,CR2025,,,,,,,,,,
DMG-AAXF-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXF-0/3615retro-1.html,3615Retro,Pokemon - Version Argent (France) (SGB Enhanced) (GB Compatible),DMG-AAXF-FRA,34,DMG-KGDU-10,I,5,October/2001,2001,October,,ROM,MX23C1603-12A,E014004-M MX23C1603-12A DMG-AAXF-0 G2 1D2065L2,Macronix,Week 40/2001,2001,,40,Mapper,MBC3B,MBC-3 B BU3634K 136 H48,ROHM,Week 36/2001,2001,,36,RAM,BS62LV256SC-70,BSI BS62LV256SC-70 S2828W14026 F0133 TAIWAN,BSI,Week 33/2001,2001,,33,Supervisor & Reset,BA6735,6735 1908,ROHM,September/2001,2001,September,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS1J,Daishinku,September/2001,2001,September,,CR2025,,,,,,,e0c216ea,72448fe75f534f70cd90469da95ef76f,a4a7e8079b7a53e4d9ef43382bbb1090b9d45d1a,e120c4ddb0dc3e25b95c9c71b3ffd59ff57ce689cf4d79d04913ba59140c18c2
DMG-AAXF-0,Entry #1,alex-g-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXF-0/alex-g-1.html,Alex G,Pokemon - Version Argent (France) (SGB Enhanced) (GB Compatible),DMG-AAXF-FRA,34,DMG-KGDU-10,K,5,December/2000,2000,December,,ROM,MX23C1603-12A,M010204-M MX23C1603-12A DMG-AAXF-0 G2 1C6526A1,Macronix,Week 2/2001,2001,,2,Mapper,MBC3B,MBC3 B P-2 035U5E,Panasonic,Week 35/2000,2000,,35,RAM,BR62256F-70LL,BR62256F-70LL 048 130NA,ROHM,Week 48/2000,2000,,48,Supervisor & Reset,BA6735,6735 0C89,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,e0c216ea,,a4a7e8079b7a53e4d9ef43382bbb1090b9d45d1a,
DMG-AAXF-0,Entry #1,kurodo-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXF-0/kurodo-1.html,Kurodo,Pokemon - Version Argent (France) (SGB Enhanced) (GB Compatible),DMG-AAXF-FRA,34,DMG-KGDU-10,I,4,December/2000,2000,December,,ROM,MX23C1603-12A,M010219-M MX23C1603-12A DMG-AAXF-0 G2 2D522600,Macronix,Week 2/2001,2001,,2,Mapper,MBC3B,MBC3 B P-2 035U7E,Panasonic,Week 35/2000,2000,,35,RAM,BR62256F-70LL,BR62256F-70LL 047 128NA,ROHM,Week 47/2000,2000,,47,Supervisor & Reset,BA6735,6735 0C89,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS0K,Daishinku,October/2000,2000,October,,CR2025,,,,,,,,,,
DMG-AAXF-0,Entry #2,kurodo-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXF-0/kurodo-2.html,Kurodo,Pokemon - Version Argent (France) (SGB Enhanced) (GB Compatible),DMG-AAXF-FRA,08,DMG-KGDU-10,I,5,February/2001,2001,February,,ROM,MX23C1603-12A,S010604-M MX23C1603-12A DMG-AAXF-0 G2 1C6875A2,Macronix,Week 6/2001,2001,,6,Mapper,MBC3B,MBC3 B P-2 038U7E,Panasonic,Week 38/2000,2000,,38,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0046 KOREA,Hyundai,Week 46/2000,2000,,46,Supervisor & Reset,BA6735,6735 0C15,ROHM,December/2000,2000,December,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAXI-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXI-0/granmastro-1.html,Granmastro,Pokemon - Versione Argento (Italy) (SGB Enhanced) (GB Compatible),DMG-AAXI-ITA-1,22,DMG-KGDU-10,I,6,September/2001,2001,September,,ROM,MX23C1603-12A,E014004-M MX23C1603-12A DMG-AAXI-0 G2 1D2503A2,Macronix,Week 40/2001,2001,,40,Mapper,MBC3B,MBC-3 B BU3634K 138 H11,ROHM,Week 38/2001,2001,,38,RAM,BR62256F-70LL,BR62256F-70LL 129 170NA,ROHM,Week 29/2001,2001,,29,Supervisor & Reset,MM1134A,123 134A,Mitsumi,Week 23/2001,2001,,23,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS1H,Daishinku,August/2001,2001,August,,CR2025,,,,,,,,,,
DMG-AAXI-0,Entry #2,granmastro-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXI-0/granmastro-2.html,Granmastro,Pokemon - Versione Argento (Italy) (SGB Enhanced) (GB Compatible),DMG-AAXI-ITA,,DMG-KGDU-10,MB,5,February/2001,2001,February,,ROM,MX23C1603-12A,M010804-M MX23C1603-12A DMG-AAXI-0 G2 1C8293A1,Macronix,Week 8/2001,2001,,8,Mapper,MBC3B,MBC3 B P-2 043U2E,Panasonic,Week 43/2000,2000,,43,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 0048 KOREA,Hyundai,Week 48/2000,2000,,48,Supervisor & Reset,MM1134A,041 134A,Mitsumi,Week 41/2000,2000,,41,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AAXJ-0,Entry #1,gdsn-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXJ-0/gdsn-1.html,gdsn,Pocket Monsters Gin (Japan) (SGB Enhanced) (GB Compatible),DMG-AAXJ-JPN,12,DMG-KFDN-10,I,6,September/1999,1999,September,,ROM,,DMG-AAXJ-0 S LH538WPJ JAPAN F1 9945 D,Sharp,Week 45/1999,1999,,45,Mapper,MBC3A,MBC-3 A BU3632K 919 H54,ROHM,Week 19/1999,1999,,19,RAM,GM76C256CLLFW70,HYUNDAI GM76C256CLLFW70 9938 KOREA,Hyundai,Week 38/1999,1999,,38,Supervisor & Reset,BA6735,6735 9948,ROHM,September/1999,1999,September,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,32K95,,1999,1999,,,CR2025,,,,,,,,,,
DMG-AAXP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXP-0/ikk5-1.html,ikk5,"Pokemon - Silver Version (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AAXP-EUR,12,DMG-KGDU-10,MB,2,November/2000,2000,November,,ROM,MX23C1603-12A,E005019-M MX23C1603-12A DMG-AAXP-0 G2 2D443000,Macronix,Week 50/2000,2000,,50,Mapper,MBC3B,MBC3 B P-2 034U7E,Panasonic,Week 34/2000,2000,,34,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 0024 5 SO,Sharp,Week 24/2000,2000,,24,Supervisor & Reset,BA6735,6735 0B03,ROHM,November/2000,2000,November,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,32K0Y,,2000,2000,,,CR2025,,,,,,,,,,
DMG-AAXP-0,Entry #2,ikk5-2,https://gbhwdb.gekkio.fi/cartridges/DMG-AAXP-0/ikk5-2.html,ikk5,"Pokemon - Silver Version (USA, Europe) (SGB Enhanced) (GB Compatible)",DMG-AAXP-EUR,,DMG-KGDU-10,I,4,December/2000,2000,December,,ROM,MX23C1603-12A,S005019-M MX23C1603-12A DMG-AAXP-0 G2 2D434700,Macronix,Week 50/2000,2000,,50,Mapper,MBC3A,MBC3 A LR38536B 9810 A,Sharp,Week 10/1998,1998,,10,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP A0040 5 EO,Sharp,Week 40/2000,2000,,40,Supervisor & Reset,MM1134A,046 134A,Mitsumi,Week 46/2000,2000,,46,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,,,,,,,,CR2025,,,,,,,,,,
DMG-AB2E-0,Entry #1,beckybecky125-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AB2E-0/beckybecky125-1.html,beckybecky125,"Bomberman GB (USA, Europe) (SGB Enhanced)",DMG-AB2E-USA,22,DMG-BEAN-10,Y,2,November/1997,1997,November,,ROM,,DMG-AB2E-0 S LH532MP3 JAPAN D1 9832 E,Sharp,Week 32/1998,1998,,32,Mapper,MBC1B,DMG MBC1-B Nintendo P 8'44,Panasonic,April/1998,1998,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f372d175,7e4c9c3620bea7b633394beb67e9680b,f7058f31ddaec63f3b9c45ee9caf3c8e2cae1ca8,16d6a4650566ede0ec9e3e23a85544737faab4154d6381668e8547047340eee6
DMG-AB6P-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-AB6P-0/gekkio-1.html,gekkio,"Bugs Bunny - Crazy Castle 3 (USA, Europe) (GB Compatible)",DMG-AB6P-EUR,34,DMG-A07-01,A,4,April/1999,1999,April,,ROM,,DMG-AB6P-0 S LH538WY5 JAPAN F1 9923 D,Sharp,Week 23/1999,1999,,23,Mapper,MBC5,MBC5 P-1 914U5L,Panasonic,Week 14/1999,1999,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89e43fdc94ec1d2a67aaab39d72afa50dd01df4323df7bf3d0909247cc490c24
DMG-ABEJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ABEJ-0/gekkio-1.html,gekkio,Barcode Taisen Bardigun (Japan) (SGB Enhanced) (GB Compatible),DMG-ABEJ-JPN,22,DMG-KFDN-01,M,1,November/1998,1998,November,,ROM,,DMG-ABEJ-0 S LH538WNL JAPAN F1 9848 E,Sharp,Week 48/1998,1998,,48,Mapper,MBC3A,MBC3 A P-2 834U4E,Panasonic,Week 34/1998,1998,,34,RAM,BR62256F-70LL,BR62256F-70LL 842 166A,ROHM,Week 42/1998,1998,,42,Supervisor & Reset,MM1026A,843 26A,Mitsumi,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS8K,Daishinku,October/1998,1998,October,,CR2025,,,,,,,,,,253a0a339ec0192033cd69d9fb66b32f680c357002f1106477789db9d10bb3cf
DMG-ABEJ-1,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ABEJ-1/gekkio-1.html,gekkio,Barcode Taisen Bardigun (Japan) (Rev 1) (SGB Enhanced) (GB Compatible),DMG-ABEJ-JPN-1,22A,DMG-KFDN-10,I,2,March/1999,1999,March,,ROM,,DMG-ABEJ-1 S LH538WWY JAPAN F1 9914 E,Sharp,Week 14/1999,1999,,14,Mapper,MBC3A,MBC3 A P-2 842U3E,Panasonic,Week 42/1998,1998,,42,RAM,LH52256CN-10LL,LH52256CN-10LL SHARP JAPAN 9907 3 SO,Sharp,Week 7/1999,1999,,7,Supervisor & Reset,MM1134A,850 134A,Mitsumi,Week 50/1998,1998,,50,,,,,,,,,,,,,,,,,,,,,,,,,Crystal,32.768 kHz,KDS8L,Daishinku,November/1998,1998,November,,CR2025,,,,,,,,,,f2019318a6cf41848dc38a0f42a9db6cb0f101c886af3eb7a943713b0d59acef
DMG-ABLP-0,Entry #1,3615retro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ABLP-0/3615retro-1.html,3615Retro,"Bugs Bunny & Lola Bunny - Operation Carrot Patch (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible)",DMG-ABLP-FRA,00,DMG-A07-01,Y,3,July/2000,2000,July,,ROM,,DMG-ABLP-0 S LH538WY4 JAPAN F1 0033 D,Sharp,Week 33/2000,2000,,33,Mapper,MBC5,MBC5 LZ9GB31 AL31 A,Sharp,Week 31/2000,2000,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0cc407f,d5a558f3f63771ac1e40d53976e090ef,ba004fac4524b82fd74a9037a37734d0aba07e50,6c8a53796be79a934f1393c668057cad38e857922cd552bc52fdf8f3ebdd2cc6
DMG-ABPJ-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ABPJ-0/gekkio-1.html,gekkio,Super Black Bass Pocket (Japan) (SGB Enhanced),DMG-ABPJ-JPN,22,DMG-DFCN-01,I,1,December/1996,1996,December,,ROM,,DMG-ABPJ-0 S LH538MN7 JAPAN F1 9650 E,Sharp,Week 50/1996,1996,,50,Mapper,MBC1B1,DMG MBC1B1 Nintendo S 9648 5 A,Sharp,Week 48/1996,1996,,48,RAM,LH5268ANF-10PLL,LH5268ANF-10PLL MOSEL-VITELIC JAPAN N647 01 BC,Mosel-Vitelic,Week 47/1996,1996,,47,Supervisor & Reset,MM1026A,646 26A,Mitsumi,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CR1616,96-11,Maxell,November/1996,1996,November,,,,,
DMG-ABUP-0,Entry #1,gekkio-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ABUP-0/gekkio-1.html,gekkio,"Bust-A-Move 2 - Arcade Edition (USA, Europe)",DMG-ABUP-EUR,22,DMG-BEAN-10,K,3,January/1998,1998,January,,ROM,LH530800A,DMG-ABUP-0 S LH531HSD JAPAN C1 9807 E,Sharp,Week 7/1998,1998,,7,Mapper,MBC1B,DMG MBC1-B Nintendo P 7'D8,Panasonic,December/1997,1997,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebb1f595136c3954bb6797505af09693c438ea7afff1bba4f1d47093e226698c
DMG-ABZP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ABZP-0/ikk5-1.html,ikk5,"NFL Blitz (USA, Europe) (GB Compatible)",DMG-ABZP-EUU,12,DMG-A07-01,K,2,November/1998,1998,November,,ROM,,DMG-ABZP-0 S LHMN4WN4 JAPAN E1 9850 D,Sharp,Week 50/1998,1998,,50,Mapper,MBC5,MBC5 P-1 847U2L,Panasonic,Week 47/1998,1998,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ACE-0,Entry #1,granmastro-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACE-0/granmastro-1.html,Granmastro,"NBA All-Star Challenge (USA, Europe)",DMG-AC-NOE,22,DMG-BEAN(K)-02,Hs,2,September/1995,1995,September,,ROM,LH53517,DMG-ACE-0 S LH5317YA JAPAN B1 9541 E,Sharp,Week 41/1995,1995,,41,Mapper,MBC1B,DMG MBC1-B Nintendo P 5'90,Panasonic,September/1995,1995,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMG-ACGP-0,Entry #1,ikk5-1,https://gbhwdb.gekkio.fi/cartridges/DMG-ACGP-0/ikk5-1.html,ikk5,Pinocchio (Europe),DMG-ACGP-EUR,00,DMG-BEAN(K)-02,Hs,6,January/1996,1996,January,,ROM,,DMG-ACGP-0 S LH532MVD JAPAN D1 9614 D,Sharp,Week 14/1996,1996,,14,Mapper,MBC1B,DMG MBC1-B Nintendo P 6'26,Panasonic,February/1996,1996,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
